73561,15/3/24 13:55:41,479434.950,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,4.456,ppm (mg/L),16.723,°C,1024.310,mbar,Humid,0,1,,0,37.067,46149,36800.00,39.00,46.00,4.99
73562,15/3/24 13:55:51,479435.120,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,5.452,ppm (mg/L),16.687,°C,1024.430,mbar,Humid,0,1,,0,34.681,43645,36804.00,39.00,46.00,4.98
73563,15/3/24 13:56:01,479435.280,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,6.919,ppm (mg/L),18.227,°C,1024.460,mbar,Humid,0,1,,0,31.273,37783,36800.00,39.00,46.00,4.97
73564,15/3/24 13:56:11,479435.450,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,7.475,ppm (mg/L),18.227,°C,1024.430,mbar,Humid,0,1,,0,30.400,36375,36799.00,39.00,46.00,4.97
73565,15/3/24 13:56:21,479435.620,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,7.632,ppm (mg/L),18.233,°C,1024.460,mbar,Humid,0,1,,0,30.165,35974,36800.00,39.00,46.00,4.96
73566,15/3/24 13:56:31,479435.780,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,7.761,ppm (mg/L),18.227,°C,1024.440,mbar,Humid,0,1,,0,29.980,35671,36800.00,39.00,46.00,4.96
73567,15/3/24 13:56:41,479435.950,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,7.931,ppm (mg/L),18.233,°C,1024.390,mbar,Humid,0,1,,0,29.736,35259,36791.00,39.00,46.00,4.96
73568,15/3/24 13:56:51,479436.120,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.080,ppm (mg/L),18.233,°C,1024.440,mbar,Humid,0,1,,0,29.530,34912,36796.00,39.00,46.00,4.96
73569,15/3/24 13:57:01,479436.280,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.141,ppm (mg/L),18.233,°C,1024.430,mbar,Humid,0,1,,0,29.448,34784,36797.00,39.00,46.00,4.96
73570,15/3/24 13:57:11,479436.450,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.188,ppm (mg/L),18.233,°C,1024.370,mbar,Humid,0,1,,0,29.384,34662,36795.00,39.00,46.00,4.96
73571,15/3/24 13:57:21,479436.620,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.232,ppm (mg/L),18.239,°C,1024.350,mbar,Humid,0,1,,0,29.323,34578,36790.00,39.00,46.00,4.96
73572,15/3/24 13:57:31,479436.780,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.520,ppm (mg/L),18.079,°C,1024.380,mbar,Humid,0,1,,0,29.007,33997,36795.00,39.00,46.00,4.96
73573,15/3/24 13:57:41,479436.950,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.585,ppm (mg/L),18.085,°C,1024.360,mbar,Humid,0,1,,0,28.921,33860,36795.00,39.00,46.00,4.96
73574,15/3/24 13:57:51,479437.120,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.669,ppm (mg/L),18.085,°C,1024.370,mbar,Humid,0,1,,0,28.815,33681,36793.00,39.00,46.00,4.96
73575,15/3/24 13:58:01,479437.280,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.744,ppm (mg/L),18.079,°C,1024.330,mbar,Humid,0,1,,0,28.724,33528,36795.00,39.00,46.00,4.95
73576,15/3/24 13:58:11,479437.450,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.798,ppm (mg/L),18.092,°C,1024.330,mbar,Humid,0,1,,0,28.652,33409,36790.00,39.00,46.00,4.95
73577,15/3/24 13:58:21,479437.620,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.835,ppm (mg/L),18.079,°C,1024.360,mbar,Humid,0,1,,0,28.612,33336,36797.00,39.00,46.00,4.95
73578,15/3/24 13:58:31,479437.780,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.908,ppm (mg/L),18.184,°C,1024.310,mbar,Humid,0,1,,0,28.483,33143,36786.00,39.00,46.00,4.95
73579,15/3/24 13:58:41,479437.950,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.892,ppm (mg/L),18.202,°C,1024.320,mbar,Humid,0,1,,0,28.495,33171,36785.00,39.00,46.00,4.95
73580,15/3/24 13:58:51,479438.120,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,8.932,ppm (mg/L),18.006,°C,1024.320,mbar,Humid,0,1,,0,28.521,33189,36785.00,39.00,46.00,4.95
73581,15/3/24 13:59:01,479438.280,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,9.077,ppm (mg/L),17.877,°C,1024.360,mbar,Humid,0,1,,0,28.396,32974,36785.00,39.00,46.00,4.95
73582,15/3/24 13:59:11,479438.450,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,9.135,ppm (mg/L),17.871,°C,1024.350,mbar,Humid,0,1,,0,28.330,32875,36785.00,39.00,46.00,4.95
73583,15/3/24 13:59:21,479438.620,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,9.131,ppm (mg/L),18.184,°C,1024.350,mbar,Humid,0,1,,0,28.216,32691,36779.00,39.00,46.00,4.95
73584,15/3/24 13:59:31,479438.780,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,9.106,ppm (mg/L),18.227,°C,1024.380,mbar,Humid,0,1,,0,28.229,32705,36785.00,39.00,46.00,4.95
73585,15/3/24 13:59:41,479438.950,DIPPING_PR_PS3 (PSt3),20/11/23 0:00:00,VIKTOR,9.174,ppm (mg/L),17.552,°C,1024.320,mbar,Humid,0,1,,0,28.405,32971,36787.00,39.00,46.00,4.95
