,Treatment,Folder,DATE,Photo.names,X,Area,Mean,Min,Max,Lenght,Date
359,C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_",20,0.022,"131,984","64,973","163,292",6.737,29/01/2024
360,C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_",21,0.023,"115,872","56,073","156,987",6.757,29/01/2024
361,C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_",22,0.024,"126,366","64,384","154,842",7.105,29/01/2024
362,C,C1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C1_29_01_24_2",24,0.024,"139,109","58,023","166,256",7.148,29/01/2024
398,C,C2_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_29_01_",59,0.023,"141,377","81,024","169,320",6.908,29/01/2024
399,C,C2_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_29_01_",60,0.024,"119,221","61,952","161,865",7.322,29/01/2024
400,C,C2_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\C2_29_01_",61,0.025,"133,464","60,346","169,253",7.474,29/01/2024
523,D,D1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D1_29_0",8,0.027,"143,392","59,197","167,205",7.969,29/01/2024
579,D,D3_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D3_29_0",22,0.025,"110,807","55,936","160,844",7.507,29/01/2024
623,D,D4_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D4_29_01_",60,0.025,"122,517","68,149","163,881",7.355,29/01/2024
624,D,D4_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D4_29_01_",57,0.025,"139,007","55,482","168,371",7.363,29/01/2024
625,D,D4_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D4_29_01_",56,0.025,"133,000","52,324","167,659",7.405,29/01/2024
626,D,D4_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D4_29_01_",58,0.025,"132,815","61,677","165,167",7.513,29/01/2024
627,D,D4_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\D4_29_01_",59,0.026,"141,520","74,457","168,206",7.814,29/01/2024
747,F,F1_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_29_0",85,0.022,"140,028","73,331","167,620",6.586,29/01/2024
748,F,F1_29_01_24_2,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_29_01_24_2",87,0.02,"117,300","68,772","160,926",6.109,29/01/2024
749,F,F1_29_01_24_2,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F1_29_01_24_2",86,0.02,"126,212","78,303","163,423",6.136,29/01/2024
783,F,F2_29_01_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\EXUVIA 2\F2_29_01_",21,0.021,"122,466","62,790","167,996",6.322,29/01/2024
1,A,A1 01_02_24,01/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 01_02_24\Snap-285.czi,1,0.028,"163,325","83,155","223,426",7.768,01/02/2024
2,A,A1 01_02_24,01/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 01_02_24\Snap-283.czi,4,0.028,"167,177","66,074","222,668",7.775,01/02/2024
3,A,A1 01_02_24,01/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 01_02_24\Snap-282.czi,3,0.029,"160,134","75,616","217,803",7.856,01/02/2024
4,A,A1 01_02_24,01/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 01_02_24\Snap-286.czi,2,0.031,"161,032","90,542","216,916",8.432,01/02/2024
46,A,A2 01_02_24,01/12/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 01_02_24\Snap-263.czi,2,0.028,186.349,93.418,223.762,7.602,01/02/2024
47,A,A2 01_02_24,01/12/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 01_02_24\Snap-262.czi,1,0.03,169.631,81.25,228.341,8.182,01/02/2024
83,A,A3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 01_02_24\Snap-261.czi,1,0.027,184.917,93.691,221.073,7.438,01/02/2024
131,A,A4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 01_02_24\Snap-260.czi,1,0.027,163.775,77.163,224.486,7.437,01/02/2024
262,B,B3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 01_02_24\Snap-258.czi,1,0.026,173.527,103.683,220.082,7.13,01/02/2024
288,B,B4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 01_02_24\Snap-259.czi,1,0.025,161.88,86.856,214.662,6.874,01/02/2024
339,C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-273.czi,3,0.028,177.858,75.966,224.412,7.589,01/02/2024
340,C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-272.czi,2,0.028,183.788,93.177,230.187,7.639,01/02/2024
341,C,C1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C1 01_02_24\Snap-271.czi,1,0.03,159.143,80.436,220.536,8.22,01/02/2024
363,C,C2 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 01_02_24\Snap-219.czi,2,0.029,181.529,86.98,226.863,7.887,01/02/2024
364,C,C2 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 01_02_24\Snap-218.czi,1,0.031,167.377,74.083,228.246,8.529,01/02/2024
462,C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-279.czi,2,0.025,157.713,101.921,209.198,6.949,01/02/2024
463,C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-278.czi,1,0.026,147.779,82.712,208.462,7.033,01/02/2024
464,C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-280.czi,3,0.026,155.017,77.764,219.76,7.205,01/02/2024
465,C,C4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 01_02_24\Snap-281.czi,4,0.028,178.812,88.126,227.926,7.527,01/02/2024
485,D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-270.czi,3,0.029,165.533,92.013,226.037,7.93,01/02/2024
486,D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-268.czi,1,0.03,177.771,97.159,217.164,8.212,01/02/2024
487,D,D1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 01_02_24\Snap-269.czi,2,0.031,178.647,58.202,230.453,8.537,01/02/2024
552,D,D3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 01_02_24\Snap-267.czi,2,0.03,174.59,73.242,226.664,8.106,01/02/2024
553,D,D3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D3 01_02_24\Snap-266.czi,1,0.032,137.522,59.131,212.2,8.665,01/02/2024
580,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-292.czi,6,0.027,170.94,114.238,215.438,7.254,01/02/2024
581,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-290.czi,4,0.027,163.024,94.23,213.188,7.298,01/02/2024
582,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-291.czi,5,0.028,182.378,107.289,221.553,7.589,01/02/2024
583,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-287.czi,1,0.028,170.678,67.178,219.025,7.663,01/02/2024
584,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-288.czi,2,0.029,166.635,85.726,219.23,7.87,01/02/2024
585,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-295.czi,8,0.03,169.653,73.271,223.26,8.071,01/02/2024
586,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-296.czi,9,0.03,177.694,108.668,216.557,8.089,01/02/2024
587,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-289.czi,3,0.03,169.332,55.046,222.268,8.187,01/02/2024
588,D,D4 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 01_02_24\Snap-294.czi,7,0.034,155.192,72.885,214.187,9.306,01/02/2024
628,E,E1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E1 01_02_24\Snap-257.czi,1,0.022,190.912,107.422,226.507,6.01,01/02/2024
632,E,E1_01_02_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\ORANGE BOX\E1_01_0",81,0.021,"113,036","60,257","151,011",6.174,01/02/2024
670,E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-276.czi,3,0.02,156.854,117.095,206.32,5.566,01/02/2024
671,E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-274.czi,1,0.02,150.02,78.107,195.907,5.587,01/02/2024
672,E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-275.czi,2,0.025,155.929,78.839,210.534,6.792,01/02/2024
673,E,E3 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 01_02_24\Snap-277.czi,4,0.028,167.836,106.385,214.413,7.558,01/02/2024
680,E,E3_01_02_24,,"C:\Users\julia\Documents\Estudios\M��ster en Conservaci��n, gesti��n y restauraci��n de la biodiversidad (UGR)\Becas\Beca CSIC JAE Intro ICU\2024\Chironomus riparius\ORANGE BOX\E3_01_0",82,0.019,"116,143","72,315","155,857",5.791,01/02/2024
707,F,F1 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 01_02_24\Snap-229.czi,1,0.029,143.486,73.469,203.148,8.033,01/02/2024
750,F,F2 01_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F2 01_02_24\Snap-214.czi,1,0.024,105.312,63.476,197.333,6.439,01/02/2024
51,A,A2 exuviae 6_2_24,06/02/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 exuviae 6_2_24\Snap-52.czi,2,0.031,176.67,95.197,220.023,8.436,06/02/2024
52,A,A2 exuviae 6_2_24,06/02/2024,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A2 exuviae 6_2_24\Snap-51.czi,1,0.032,162.706,93.453,224.71,8.67,06/02/2024
86,A,A3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 exuviae 06_02_24\Snap-70.czi,1,0.029,170.972,89.925,225.806,7.901,06/02/2024
87,A,A3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A3 exuviae 06_02_24\Snap-71.czi,2,0.029,177.288,103.183,227.602,7.966,06/02/2024
137,A,A4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 06_02_24\Snap-80.czi,2,0.027,175.752,95.81,217.446,7.273,06/02/2024
138,A,A4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 exuviae 06_02_24\Snap-78.czi,1,0.029,155.335,87.131,211.785,7.893,06/02/2024
267,B,B3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 06_02_24\Snap-207.czi,1,0.026,181.327,71.004,224.988,7.038,06/02/2024
268,B,B3 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 exuviae 06_02_24\Snap-208.czi,2,0.026,158.196,61.083,225.155,7.09,06/02/2024
473,C,C4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 exuviae 06_02_24\Snap-81.czi,1,0.026,178.788,71.355,227.796,7.147,06/02/2024
493,D,D1 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D1 exuviae 06_02_24\Snap-82.czi,1,0.031,142.927,71.207,207.089,8.517,06/02/2024
590,D,D4 exuviae 06_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 exuviae 06_02_24\Snap-67.czi,1,0.031,172.988,76.384,218.698,8.597,06/02/2024
589,D,D4 08_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D4 08_02_24\Snap-56.czi,1,0.03,162.665,65.373,223.731,8.199,08/02/2024
133,A,A4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 09_02_24\Snap-69.czi,1,0.024,157.497,77.925,223.97,6.484,09/02/2024
234,B,B2 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 09_02_24\Snap-144.czi,1,0.026,166.239,81.514,221,7.087,09/02/2024
264,B,B3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 09_02_24\Snap-49.czi,1,0.024,165.687,98.615,210.642,6.437,09/02/2024
290,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-36.czi,3,0.024,187.632,93.061,227.078,6.681,09/02/2024
291,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-35.czi,2,0.026,177.876,76.941,222.749,7.076,09/02/2024
292,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-34.czi,1,0.026,166.712,80.966,220.325,7.104,09/02/2024
293,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-39.czi,6,0.026,165.76,73.886,222.272,7.115,09/02/2024
294,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-37.czi,4,0.026,162.784,64.873,227.478,7.177,09/02/2024
295,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-38.czi,5,0.026,172.723,62.606,224.756,7.184,09/02/2024
296,B,B4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 09_02_24\Snap-527.czi,7,0.027,181.848,108.61,228.134,7.276,09/02/2024
466,C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-62.czi,1,0.019,94.55,67.165,155.378,5.233,09/02/2024
467,C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-64.czi,3,0.024,151.286,88.652,203.289,6.603,09/02/2024
468,C,C4 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 09_02_24\Snap-63.czi,2,0.024,154.608,105.793,209.836,6.644,09/02/2024
629,E,E1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E1 09_02_24\Snap-61.czi,1,0.022,158.273,91.159,220.37,6.11,09/02/2024
674,E,E3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 09_02_24\Snap-58.czi,2,0.022,157.025,87.892,212.554,5.957,09/02/2024
675,E,E3 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 09_02_24\Snap-57.czi,1,0.032,161.207,52.443,226.701,8.673,09/02/2024
708,F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-53.czi,1,0.026,101.457,61.013,199.443,7.065,09/02/2024
709,F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-54.czi,2,0.027,106.607,53.751,192.828,7.473,09/02/2024
710,F,F1 09_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 09_02_24\Snap-55.czi,3,0.03,166.174,93.928,218.423,8.083,09/02/2024
5,A,A1 12_02_24,12/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 12_02_24\Snap-42.czi,4,0.024,"178,627","96,481","221,622",6.626,12/02/2024
6,A,A1 12_02_24,12/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 12_02_24\Snap-40.czi,2,0.024,"185,510","115,327","221,915",6.655,12/02/2024
7,A,A1 12_02_24,12/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 12_02_24\Snap-43.czi,1,0.025,"159,249","82,963","224,826",6.76,12/02/2024
8,A,A1 12_02_24,12/02/2024,C:\Users\Z0113068M\Desktop\Chironomus riparius\Chironomus riparius\EXUVIAE\A1 12_02_24\Snap-41.czi,3,0.025,"189,875","120,774","222,939",6.964,12/02/2024
134,A,A4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 12_02_24\Snap-50.czi,1,0.027,187.335,81.285,230.794,7.434,12/02/2024
173,B,B1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 12_02_24\Snap-72.czi,1,0.026,160.927,97.754,219.663,7.071,12/02/2024
235,B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-163.czi,3,0.024,187.139,105.692,225.519,6.673,12/02/2024
236,B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-161.czi,1,0.025,193.561,108.077,223.637,6.844,12/02/2024
237,B,B2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B2 12_02_24\Snap-162.czi,2,0.025,165.177,90.347,218.813,6.853,12/02/2024
265,B,B3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 12_02_24\Snap-47.czi,1,0.028,168.396,79.471,220.474,7.676,12/02/2024
297,B,B4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 12_02_24\Snap-46.czi,1,0.026,171.106,83.788,228.162,6.994,12/02/2024
365,C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-158.czi,1,0.029,162.727,85.687,216.523,7.827,12/02/2024
366,C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-160.czi,3,0.029,142.99,71.4,212.757,7.98,12/02/2024
367,C,C2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 12_02_24\Snap-159.czi,2,0.03,163.34,96.228,220.932,8.322,12/02/2024
402,C,C3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 12_02_24\Snap-147.czi,1,0.027,181.894,54.016,232.246,7.461,12/02/2024
469,C,C4 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 12_02_24\Snap-145.czi,1,0.028,178.748,71.572,228.847,7.618,12/02/2024
656,E,E2 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E2 12_02_24\Snap-68.czi,1,0.022,186.161,111.931,221.817,5.965,12/02/2024
676,E,E3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 12_02_24\Snap-153.czi,1,0.028,186.621,100.875,228.567,7.673,12/02/2024
677,E,E3 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\E3 12_02_24\Snap-154.czi,2,0.03,186.054,96.49,219.843,8.169,12/02/2024
711,F,F1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 12_02_24\Snap-151.czi,1,0.022,133.692,70.573,203.819,6.04,12/02/2024
712,F,F1 12_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\F1 12_02_24\Snap-152.czi,2,0.028,139.89,71.305,203.857,7.543,12/02/2024
135,A,A4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 15_02_24\Snap-66.czi,2,0.026,181.73,111.384,219.809,7.061,15/02/2024
136,A,A4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\A4 15_02_24\Snap-65.czi,1,0.027,187.391,91.014,226.243,7.243,15/02/2024
174,B,B1 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 15_02_24\Snap-156.czi,2,0.027,172.563,82.617,229.492,7.398,15/02/2024
175,B,B1 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B1 15_02_24\Snap-155.czi,1,0.028,148.199,63.128,213.793,7.57,15/02/2024
266,B,B3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B3 15_02_24\Snap-148.czi,1,0.029,176.877,75.776,222.75,7.867,15/02/2024
298,B,B4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 15_02_24\Snap-44.czi,1,0.023,161.735,104.926,215.05,6.4,15/02/2024
299,B,B4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\B4 15_02_24\Snap-45.czi,2,0.024,181.205,122.108,223.677,6.443,15/02/2024
369,C,C2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C2 15_02_24\Snap-104.czi,1,0.028,171.081,83.847,217.729,7.532,15/02/2024
404,C,C3 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C3 15_02_24\Snap-105.czi,1,0.032,165.306,80.24,224,8.615,15/02/2024
472,C,C4 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\C4 15_02_24\Snap-102.czi,1,0.026,183.573,101.045,224.707,7.103,15/02/2024
525,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-136.czi,4,0.028,170.157,80.317,227.01,7.759,15/02/2024
526,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-135.czi,3,0.029,171.558,101.779,216.918,7.859,15/02/2024
527,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-138.czi,6,0.029,159.249,96.037,210.619,7.864,15/02/2024
528,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-139.czi,7,0.029,154.866,91.46,214.453,7.877,15/02/2024
529,D,D2 15_02_24,,C:\Users\solef\OneDrive\Escritorio\Chironomus riparius\EXUVIAE\D2 15_02_24\Snap-141.czi,9,0.03,162.564,98.153,214.786,8.059,15/02/2024
